Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation Currency (in USD),Organization Description,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Funding Status,Investor Names
Seed Round - Realworld,https://www.crunchbase.com/funding_round/real-world-playbook-seed--0881a11b,Realworld,https://www.crunchbase.com/organization/real-world-playbook,Seed,3400000,USD,3400000,2021-04-09,,,,"Realworld is a platform and community to help navigate adulthood and its life moments, starting with graduation.","Consumer, Education, Human Resources, Information Technology","New York, New York, United States, North America",https://www.realworldplaybook.com,,Seed,"Amplifyher Ventures, Bezos Expeditions, Centre Street Partners, Copper Wire Ventures, Fitz Gate Ventures, Great Oaks Venture Capital, Human Ventures, Knightsgate Ventures, Techstars, The Helm, Underdog Labs"
Pre Seed Round - Decorte Future Industries,https://www.crunchbase.com/funding_round/decorte-future-industries-pre-seed--1fe053e4,Decorte Future Industries,https://www.crunchbase.com/organization/decorte-future-industries,Pre-Seed,585000,USD,585000,2021-03-25,4118355,USD,4118355,Augmenting humanity through intelligent clothing.,"Consumer Goods, Elder Care, Fitness, Health Care, Home Health Care, Internet of Things, Nursing and Residential Care, Quantified Self, Wearables, Wellness","Cambridge, Cambridgeshire, United Kingdom, Europe",https://www.decortefutureindustries.com,,Seed,"Daniel Steele, Innovate UK, Linda Jiang, Mike Muller, Richard Fearn, Rogier van Willigen, Sam Harris, Susan Standiford, Techstars, Techstars London Accelerator"
Seed Round - Pixxel,https://www.crunchbase.com/funding_round/pixxel-81c6-seed--71f6dc90,Pixxel,https://www.crunchbase.com/organization/pixxel-81c6,Seed,2300000,USD,2300000,2021-03-17,,,,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,Aerospace,"Bengaluru, Karnataka, India, Asia",https://pixxel.space,,Seed,"Blume Ventures, growX ventures, Lightspeed Venture Partners, Omnivore, Ryan Johnson, Techstars"
Seed Round - Valyuu.com,https://www.crunchbase.com/funding_round/valyuu-com-seed--b20d3f30,Valyuu.com,https://www.crunchbase.com/organization/valyuu-com,Seed,100000,USD,100000,2021-04-01,3000000,USD,3000000,Valyuu has created a Circular Economy Marketplace to connect consumers and organizations who have unused electronic products with companies that give these products a second life.,"Consumer Electronics, E-Commerce, Internet, Marketplace","Rotterdam, Zuid-Holland, The Netherlands, Europe",https://valyuu.com/,,Seed,Techstars
Seed Round - oDoc,https://www.crunchbase.com/funding_round/odoc-seed--db367b21,oDoc,https://www.crunchbase.com/organization/odoc,Seed,1000000,USD,1000000,2021-02-23,,,,Telemedicine for Emerging Asia,"Health Care, Information Services, Information Technology, Medical Device","Colombo, Western, Sri Lanka, Asia",http://odoc.life,$1M to $10M,Seed,"Bill Lynch, Cherif Habib, Hustle Fund, Leonard Lynch, Techstars, Unpopular Ventures, Vir Kashyap"
Pre Seed Round - Realworld,https://www.crunchbase.com/funding_round/real-world-playbook-pre-seed--c6da4d15,Realworld,https://www.crunchbase.com/organization/real-world-playbook,Pre-Seed,1100000,USD,1100000,2019-07-15,,,,"Realworld is a platform and community to help navigate adulthood and its life moments, starting with graduation.","Consumer, Education, Human Resources, Information Technology","New York, New York, United States, North America",https://www.realworldplaybook.com,,Seed,"Techstars, Techstars New York City Accelerator"
Seed Round - DocStation,https://www.crunchbase.com/funding_round/docstation-seed--b001b04c,DocStation,https://www.crunchbase.com/organization/docstation,Seed,3100000,USD,3100000,2021-03-31,,,,DocStation connects payers & pharmacists to run value-based programs.,"Electronic Health Record (EHR), Health Care, Health Insurance, Pharmaceutical, Software","Austin, Texas, United States, North America",https://www.docstation.co/,Less than $1M,Seed,"8VC, Cartmell Ventures, Freesolo Ventures, Omega Pharmaceuticals, Techstars, UnityPoint Health Ventures, Wanxiang America Healthcare Investments Group"
Pre Seed Round - ALBA Robot,https://www.crunchbase.com/funding_round/alba-robot-pre-seed--1fa102a3,ALBA Robot,https://www.crunchbase.com/organization/alba-robot,Pre-Seed,,,,2020-08-11,,,,ALBA Robot adds autonomous driving through artificial intelligence to electrical personal vehicles,"Artificial Intelligence, Autonomous Vehicles, Internet, Internet of Things, Medical Device","Torino, Piemonte, Italy, Europe",https://www.alba-robot.com/,,Seed,"Amazon Alexa Fund, Techstars"
Series A - Parabol,https://www.crunchbase.com/funding_round/parabol-series-a--05b619f3,Parabol,https://www.crunchbase.com/organization/parabol,Series A,8000000,USD,8000000,2021-03-02,,,,Agile Meeting Platform,"Collaboration, Computer, SaaS, Software","Alhambra, California, United States, North America",https://parabol.co,Less than $1M,Early Stage Venture,"Almoayed Ventures, CRV, Haystack, M12, Techstars"
Seed Round - Chainalysis,https://www.crunchbase.com/funding_round/chainalysis-seed--4a3517a6,Chainalysis,https://www.crunchbase.com/organization/chainalysis,Seed,,,,2015-07-01,,,,"Chainalysis provides blockchain data and analysis to government agencies, banks, and businesses around the world.","Blockchain, Cryptocurrency, FinTech, Software","New York, New York, United States, North America",https://chainalysis.com,$10M to $50M,Late Stage Venture,"Techstars, Techstars New York City Accelerator"
Seed Round - AdmitHub,https://www.crunchbase.com/funding_round/admithub-seed--98aaa666,AdmitHub,https://www.crunchbase.com/organization/admithub,Seed,250000,USD,250000,2016-12-15,,,,"AdmitHub is a developer of a chatbot platform that increases student engagement, enrollment, and success.","Artificial Intelligence, Education, Information Services, Machine Learning, Mobile Apps, Natural Language Processing, Virtual Assistant","Boston, Massachusetts, United States, North America",https://www.admithub.com/,$1M to $10M,Early Stage Venture,"Alumni Ventures Group, Antoine Hatoun, Bill Lynch, Charles Cheever, Doyle Enterprises, FundersClub, Harvard Innovation Labs, Iron Yard Ventures, Launch LAB, Leonard Lynch, NXT Ventures, Raymond Magliozzi, Reach Capital, Relay Ventures, Right Side Capital Management, Sam Hwang, Startup Next, Techstars, University Ventures, Walter Winshall"
Seed Round - RangeForce,https://www.crunchbase.com/funding_round/vequrity-seed--4e912879,RangeForce,https://www.crunchbase.com/organization/vequrity,Seed,100000,USD,100000,2015-07-20,,,,"The world's most comprehensive cybersecurity simulation & skills training platform for SOC, DevOps, AppSec teams.","Cyber Security, Information Technology, SaaS, Security, Software, Training","Manassas, Virginia, United States, North America",https://rangeforce.com,$1M to $10M,Early Stage Venture,"Right Side Capital Management, Techstars, Techstars New York City Accelerator"
Seed Round - ERNIT,https://www.crunchbase.com/funding_round/ernit-seed--d5d0d173,ERNIT,https://www.crunchbase.com/organization/ernit,Seed,210000,USD,210000,2016-05-15,,,,ERNIT is a mobile application platform that provides a digital piggy bank for kids.,"Banking, Enterprise Applications, Finance, Financial Services, FinTech, Mobile Apps","New York, New York, United States, North America",http://www.ernit.com/,$1M to $10M,,"Right Side Capital Management, Techstars, Techstars New York City Accelerator, Tommy Korsholt"
Series A - Fernish,https://www.crunchbase.com/funding_round/fernish-series-a--4f21bca3,Fernish,https://www.crunchbase.com/organization/fernish,Series A,15000000,USD,15000000,2020-05-27,,,,Fernish is a furniture rental startup company that offers furniture as a subscription model to consumers living a mobile lifestyle.,"E-Commerce, Furniture, Interior Design, Lifestyle","Los Angeles, California, United States, North America",https://www.fernish.com,Less than $1M,Early Stage Venture,"Alumni Ventures Group, Eytan Elbaz, Five Four Ventures, Frederick Tuomi, James Beshara, Jared Simon, Jeffrey Wilke, Khosla Ventures, Michael Broukhim, Olivier Delfosse, RET Ventures, Scott Cook, Sophie Stenbeck, Spencer Rascoff, Tapas Capital, Techstars, TenOneTen Ventures"
Pre Seed Round - Atomos Space,https://www.crunchbase.com/funding_round/atomos-nuclear-and-space-pre-seed--24285c95,Atomos Space,https://www.crunchbase.com/organization/atomos-nuclear-and-space,Pre-Seed,,,,2019-01-28,,,,Atomos Space is developing high-powered electric propulsion spacecraft.,"Aerospace, Logistics, Nuclear, Robotics, Space Travel, Transportation","Denver, Colorado, United States, North America",https://www.atomosspace.com/,,Seed,"Techstars, Techstars Boulder Accelerator"
Seed Round - Altvia,https://www.crunchbase.com/funding_round/altvia-seed--bb9fac81,Altvia,https://www.crunchbase.com/organization/altvia,Seed,,,,2008-04-15,,,,Altvia is a web-based software solutions for private equity and serves customers on five continents.,"Analytics, CRM, Online Portals, Software","Broomfield, Colorado, United States, North America",https://altvia.com,$1M to $10M,M&A,"Techstars, Techstars Boulder Accelerator"
Series A - SoLo Funds,https://www.crunchbase.com/funding_round/solo-funds-inc-series-a--08564fe8,SoLo Funds,https://www.crunchbase.com/organization/solo-funds-inc,Series A,10000000,USD,10000000,2021-02-10,,,,SoLo is a marketplace community allowing members to easily access and supply short-term funds for immediate needs.,"Financial Services, FinTech, Lending, Peer to Peer","Los Angeles, California, United States, North America",http://www.solofunds.com,$1M to $10M,Early Stage Venture,"ACME Capital, Alumni Ventures Group, CEAS Investments, Endeavor Catalyst, Impact America Fund, Techstars"
Seed Round - Avenews,https://www.crunchbase.com/funding_round/avenews-gt-seed--be974710,Avenews,https://www.crunchbase.com/organization/avenews-gt,Seed,3150000,USD,3150000,2021-01-01,,,,Fintech for Agriculture,"Agriculture, Banking, Blockchain, Financial Services, FinTech, Information Technology, Insurance, InsurTech, Trading Platform","Tel Aviv, Tel Aviv, Israel, Asia",https://www.avenews-gt.com/,$1M to $10M,Seed,"Techstars, XT Hi-Tech"
Series B - Lengoo,https://www.crunchbase.com/funding_round/lengoo-gmbh-series-b--cfd0484e,Lengoo,https://www.crunchbase.com/organization/lengoo-gmbh,Series B,20000000,USD,20000000,2021-02-09,,,,Lengoo is a full-service technology platform for customer-specific machine translation using neural networks.,"Artificial Intelligence, Machine Learning, Translation Service","Berlin, Berlin, Germany, Europe",https://www.lengoo.com,Less than $1M,Early Stage Venture,"Creathor Ventures, INKEF Capital, Matthias Hilpert, Michael Schmitt, Polipo Ventures, Redalpine, Techstars, Volker Pyrtek"
Pre Seed Round - Level,https://www.crunchbase.com/funding_round/level-2a0b-pre-seed--b547020a,Level,https://www.crunchbase.com/organization/level-2a0b,Pre-Seed,1500000,USD,1500000,2021-02-10,,,,Redefining financial services to power micro-business growth,Financial Services,"Seattle, Washington, United States, North America",https://www.levelgoals.com/,,Seed,"Acumen, Ascend.vc, NextView Ventures, Techstars, Untapped Capital"
Seed Round - SparkChange,https://www.crunchbase.com/funding_round/spark-43fa-seed--74985a0e,SparkChange,https://www.crunchbase.com/organization/spark-43fa,Seed,4500000,USD,4500000,2020-11-11,,,,SparkChange is a technology platform that provides institutional and individual investors access to carbon markets and prices.,"Financial Services, FinTech, GreenTech","Cambridge, Cambridgeshire, United Kingdom, Europe",https://sparkchange.io,,Seed,"Barclays, Chris Adelsbach, EOS VC Fund, Librae Holdings, Matthew Le Merle, Solactive, Swing Ventures, Techstars"
Seed Round - Hipster,https://www.crunchbase.com/funding_round/hipster-seed--5a185161,Hipster,https://www.crunchbase.com/organization/hipster,Seed,1000000,USD,1000000,2011-03-09,,,,Hipster is an application enabling users to send photographic postcards to others via iPhone and Android devices.,"Android, Photography, Real Time","San Francisco, California, United States, North America",http://www.Hipster.com/,,M&A,"CRV, Dave McClure, David Cohen, David Tisch, Don Dodge, GV, Lerer Hippeau, Lightbank, Ludlow Ventures, Max Ventilla, Mitchell Kapor, Paige Craig, Techstars, Techstars Ventures"
Seed Round - LIV,https://www.crunchbase.com/funding_round/liv-seed--325160c7,LIV,https://www.crunchbase.com/organization/liv,Seed,1000000,USD,1000000,2019-07-24,,,,LIV creates technology to share Virtual Reality experiences.,"Augmented Reality, Gaming, Hardware, Video Streaming, Virtual Reality","Prague, Hlavni mesto Praha, Czech Republic, Europe",https://liv.tv,$1M to $10M,Early Stage Venture,"Credo Ventures, HTC Vive, Jaroslav Beck, Palmer Luckey, Rikard Steiber, Seedcamp, Techstars"
Seed Round - Eli,https://www.crunchbase.com/funding_round/eli-seed--2688f46d,Eli,https://www.crunchbase.com/organization/eli,Seed,1500000,USD,1500000,2021-01-21,,,,"Eli enables women to take control of their health across their lives, by providing them with their daily hormone profile.","Health Care, Personal Health, Women's","Montreal, Quebec, Canada, North America",https://eli.health,$1M to $10M,Seed,"2048 Ventures, MEDTEQ+, Panache Ventures, Ramen Ventures, Real Ventures, Techstars, Vectr"
Seed Round - Kriptos,https://www.crunchbase.com/funding_round/kriptos-seed--ff91a0c8,Kriptos,https://www.crunchbase.com/organization/kriptos,Seed,1250000,USD,1250000,2021-01-12,,,,Kriptos uses AI to ensure accurate classification for your company.,"Artificial Intelligence, Cyber Security, Enterprise Software, Machine Learning, SaaS, Software","Sausalito, California, United States, North America",https://www.kriptos.io/,$1M to $10M,Seed,"0BS, BuenTrip Ventures, Compusoluciones Venture, SixThirty, SV Links, Techstars, Wayra"
Seed Round - Baydin,https://www.crunchbase.com/funding_round/baydin-2-seed--9989134e,Baydin,https://www.crunchbase.com/organization/baydin-2,Seed,375000,USD,375000,2011-04-06,,,,Baydin is an organization that provides the excellent electronic mail and additionally supporting microsoft exchange for clients.,"Internet, Software","Mountain View, California, United States, North America",https://www.baydin.com/,Less than $1M,Seed,"Dave McClure, K9 Ventures, Peter Weck, Pobox, Techstars"
Pre Seed Round - OnePipe,https://www.crunchbase.com/funding_round/onepipe-pre-seed--be2e47cb,OnePipe,https://www.crunchbase.com/organization/onepipe,Pre-Seed,1000000,USD,1000000,2020-12-17,,,,OnePipe builds and maintains APIs that enable banks to partner with modern digital services and fintech.,"Finance, FinTech","Lagos, Lagos, Nigeria, Africa",https://onepipe.io/,,Seed,"Atlantica Ventures, Future\Perfect Ventures, P1 Ventures, Raba, Techstars"
Pre Seed Round - Heex Technologies,https://www.crunchbase.com/funding_round/heex-technologies-pre-seed--b8629deb,Heex Technologies,https://www.crunchbase.com/organization/heex-technologies,Pre-Seed,1000000,USD,1000000,2021-03-31,,,,Heex Technologies is a productivity software improving access to relevant data for development teams in autonomous driving.,"Artificial Intelligence, Autonomous Vehicles, Blockchain, SaaS","Paris, Ile-de-France, France, Europe",https://heex.io,Less than $1M,Seed,"Axel Toupane, Bpifrance, Nicolas Monaghan, Techstars, Tomcat Factory, Transvalor, Wilco, Yves Dzialowski"
Series A - Gig Wage,https://www.crunchbase.com/funding_round/visage-payroll-series-a--7bc5cec1,Gig Wage,https://www.crunchbase.com/organization/visage-payroll,Series A,7500000,USD,7500000,2020-10-27,,,,Gig Wage is a fintech payroll company for gig workers and contractors.,"Employee Benefits, Financial Services, FinTech, Human Resources, Payments, SaaS","Dallas, Texas, United States, North America",http://gigwage.com,$1M to $10M,Early Stage Venture,"Continental Investors, Green Dot, Revolution’s Rise of the Rest Seed Fund, Techstars"
Seed Round - Prospectify,https://www.crunchbase.com/funding_round/prospectify-seed--d6d4042b,Prospectify,https://www.crunchbase.com/organization/prospectify,Seed,1000000,USD,1000000,2017-03-09,,,,Prospectify is a data intelligence company that helps sales teams correctly identify and connect with qualified leads and close deals.,"Business Intelligence, Data Mining, Machine Learning, SaaS, Sales Automation","Tempe, Arizona, United States, North America",https://prospectify.io,$10M to $50M,M&A,"Arizona Tech Investors, BCF Ventures, Dan Schultz, Geekdom Fund, Jared Slosberg, Jed McCaleb, Jenny Fielding, Loup Ventures, Rami Essaid, Right Side Capital Management, Stout Street Capital, Techstars, Techstars Austin Accelerator, Techstars Ventures"
Convertible Note - Conspire,https://www.crunchbase.com/funding_round/conspire-convertible-note--f02a58e9,Conspire,https://www.crunchbase.com/organization/conspire,Convertible Note,100000,USD,100000,2013-01-17,,,,"Conspire provides detailed analytics on email contacts, enabling users to reach any company or person through their extended network.","Analytics, Big Data, Email, Professional Networking","Boulder, Colorado, United States, North America",http://www.conspire.com,,M&A,"Founder Friendly Labs, Right Side Capital Management, Techstars, Techstars Cloud"
Seed Round - Vitae Industries,https://www.crunchbase.com/funding_round/vitae-industries-seed--a6dbce50,Vitae Industries,https://www.crunchbase.com/organization/vitae-industries,Seed,2328061,USD,2328061,2017-10-11,,,,Vitae Industries offers affordable pharmacy automation solutions.,"Biopharma, Health Care, Industrial Automation, Pharmaceutical","Providence, Rhode Island, United States, North America",https://www.vitaeindustries.com/,Less than $1M,Seed,"BoxGroup, Compound, Founder Collective, Lerer Hippeau, Slater Technology Fund, Techstars"
Seed Round - Prolific Works,https://www.crunchbase.com/funding_round/prolific-works-seed--a497e354,Prolific Works,https://www.crunchbase.com/organization/prolific-works,Seed,300000,USD,300000,2011-12-06,,,,Prolific Works is a Provider of an online publishing platform,"Advertising, EBooks, Education, Internet, News, Publishing","Watertown, Massachusetts, United States, North America",https://www.prolificworks.com/,,Seed,"LaunchPad Venture Group, MassVentures, Star Power, Techstars, William Warner"
Seed Round - Havoc Shield,https://www.crunchbase.com/funding_round/havoc-shield-seed--a276e7e8,Havoc Shield,https://www.crunchbase.com/organization/havoc-shield,Seed,1450000,USD,1450000,2020-11-17,,,,Havoc Shield is a fast and effective cyber security program for small businesses.,"Compliance, Cyber Security, Information Technology, Network Security, Security","Chicago, Illinois, United States, North America",https://havocshield.com,,Seed,"Active Capital, Hyde Park Angels, Lofty Ventures, Techstars"
Seed Round - nFlux AI,https://www.crunchbase.com/funding_round/nflux-ai-seed--4124f610,nFlux AI,https://www.crunchbase.com/organization/nflux-ai,Seed,3000000,USD,3000000,2020-07-31,,,,nFlux AI is a unified integrated interface where users can acquire information efficiently and effectively,"Artificial Intelligence, Computer Vision, Consumer Research, Product Research","Los Angeles, California, United States, North America",https://www.nflux.ai,,Seed,"Amazon, Amazon Alexa Fund, Illuminate Ventures, Plug and Play, Techstars, University of Southern California"
Seed Round - Bark Technologies,https://www.crunchbase.com/funding_round/bark-technologies-seed--ee2f8cb3,Bark Technologies,https://www.crunchbase.com/organization/bark-technologies,Seed,1400000,USD,1400000,2016-08-12,,,,"Bark uses AI to detect issues like cyberbullying, suicidal ideation, and school shooting threats.","Artificial Intelligence, Children, Internet, Machine Learning, Parenting, Software","Atlanta, Georgia, United States, North America",https://www.bark.us/,Less than $1M,Early Stage Venture,"Fuel Capital, Hallett Capital, Karlin Ventures, Right Side Capital Management, SLAAM Ventures, Symmetrical Ventures, Techstars"
Seed Round - Urban SDK,https://www.crunchbase.com/funding_round/urban-sdk-seed--0890050c,Urban SDK,https://www.crunchbase.com/organization/urban-sdk,Seed,1600000,USD,1600000,2021-02-02,,,,Mobility intelligence for smarter cities,"Analytics, Civil Engineering, Government, Law Enforcement, Public Transportation, Smart Cities, Software, Transportation","Jacksonville, Florida, United States, North America",https://urbansdk.com,,Seed,"DeepWork Capital, Florida Opportunity Fund, Techstars"
Pre Seed Round - LittleNewt,https://www.crunchbase.com/funding_round/littlenewt-pre-seed--cd016d57,LittleNewt,https://www.crunchbase.com/organization/littlenewt,Pre-Seed,120000,USD,120000,2021-02-09,,,,A tax preparation and practice management platform for CPAs that can instantly prepare business and personal income tax returns,,"Rapid City, South Dakota, United States, North America",https://littlenewt.com/,,Seed,"Rise, A Barclays Company, Techstars"
Seed Round - Ergatta,https://www.crunchbase.com/funding_round/ergatta-seed--b9df17fd,Ergatta,https://www.crunchbase.com/organization/ergatta,Seed,5000000,USD,5000000,2020-07-16,,,,Ergatta is a fitness startup that provides competitive games to deliver full-body workouts through home fitness services.,"Fitness, Health Care, Wellness","Brooklyn, New York, United States, North America",https://www.ergatta.com/,$1M to $10M,Seed,"Earl Stevens, Erich Wasserman, Gaingels, Greycroft, Hakeem ""Chamillionaire"" Seriki, Joe Zawadzki, Mark Pincus, Nat Turner, Scott Dorsey, Steve Simon, Techstars, Water Rower, Zach Weinberg"
Seed Round - StoreCash,https://www.crunchbase.com/funding_round/storecash-seed--83f27558,StoreCash,https://www.crunchbase.com/organization/storecash,Seed,,,,2020-03-05,,,,StoreCash is a Developer of a payment application designed to manage and make payments instantly.,"Financial Services, FinTech","San Jose, California, United States, North America",https://www.storecashapp.com/,,Seed,"Correlation Ventures, MaC Venture Capital, Mucker Capital, Techstars, Western Union"
Series A - Acerta Analytics,https://www.crunchbase.com/funding_round/acerta-series-a--6a677cbc,Acerta Analytics,https://www.crunchbase.com/organization/acerta,Series A,7000000,USD,7000000,2020-09-01,,,,Acerta is a software company that delivers machine learning technology to the manufacturing and automotive industries.,"Artificial Intelligence, Automotive, Machine Learning, Manufacturing, Software","Kitchener, Ontario, Canada, North America",http://acerta.ca/,$1M to $10M,Early Stage Venture,"Export Development Canada, M12, OMERS Ventures, Radical Ventures, StandUp Ventures, Techstars"
Seed Round - Polygon,https://www.crunchbase.com/funding_round/polygon-e785-seed--7ff7c72d,Polygon,https://www.crunchbase.com/organization/polygon-e785,Seed,3000000,USD,3000000,2021-02-01,,,,Polygon provides tele-assessments and support for learning differences.,"EdTech, Health Care","Los Angeles, California, United States, North America",https://hellopolygon.com/,,Seed,"Goodwater Capital, Pear VC, Spark Capital, Techstars"
Pre Seed Round - Proof,https://www.crunchbase.com/funding_round/proofgov-pre-seed--9de7d95e,Proof,https://www.crunchbase.com/organization/proofgov,Pre-Seed,,,,2019-06-01,,,,Make Government Better,"Enterprise Software, Government, GovTech","Whitehorse, Yukon Territory, Canada, North America",http://proofgov.com,$1M to $10M,Seed,"Concrete Ventures, Globalive Capital, N49P, Panache Ventures, Techstars, Two Small Fish Ventures, Whitecap Venture Partners"
Pre Seed Round - Prewitt Ridge,https://www.crunchbase.com/funding_round/prewitt-ridge-pre-seed--2e9c016a,Prewitt Ridge,https://www.crunchbase.com/organization/prewitt-ridge,Pre-Seed,,,,2020-06-08,,,,Prewitt Ridge develops engineering augmentation software to help engineers design and build  complex engineering systems.,Software,"Los Angeles, California, United States, North America",https://www.prewittridge.com/,,Seed,"Acequia Capital (Acecap), Haystack, Techstars, Techstars Starburst Space Accelerator, Wonder Ventures"
Pre Seed Round - Vincere Health,https://www.crunchbase.com/funding_round/vincere-health-pre-seed--7ccc3112,Vincere Health,https://www.crunchbase.com/organization/vincere-health,Pre-Seed,800000,USD,800000,2020-08-30,,,,"Smarter incentives, biofeedback and coaching for behavior change.","Fitness, Health Care, Software, Wearables, Wellness","Allston, Massachusetts, United States, North America",https://www.vincere.health,Less than $1M,Seed,"American Family Insurance Institute for Corporate and Social Impact, Techstars, Trevor Fetter, UnitedHealthcare Accelerator Powered by Techstars, Victress Capital"
Seed Round - Poppy,https://www.crunchbase.com/funding_round/poppy-3565-seed--03c40220,Poppy,https://www.crunchbase.com/organization/poppy-3565,Seed,1650000,USD,1650000,2021-02-01,,,,"Poppy is a tech-enabled, managed marketplace connecting customers, event florists, and flower farms.","E-Commerce, Flowers, Marketplace, Retail Technology","Washington, District of Columbia, United States, North America",http://www.yourpoppy.com,,Seed,"IDEA Fund Partners, IrishAngels, Techstars"
Seed Round - Liquid,https://www.crunchbase.com/funding_round/poweredbyliquid-seed--2a944350,Liquid,https://www.crunchbase.com/organization/poweredbyliquid,Seed,,,,2019-12-01,,,,Liquid provides reimagine traditional HR and finance software solutions for the liquid workforce.,"Human Resources, Internet, Software","Los Angeles, California, United States, North America",https://www.poweredbyliquid.com,,Seed,"Mucker Capital, Resolute Ventures, Techstars, Techstars Los Angeles Accelerator"
Seed Round - Cube,https://www.crunchbase.com/funding_round/cubesoftware-seed--fe576871,Cube,https://www.crunchbase.com/organization/cubesoftware,Seed,,,,2019-09-06,,,,Cube is a real-time FP&A platform that helps strategic finance professionals move from numbers to narrative in record time.,"Analytics, Financial Services, FinTech, SaaS, Software","New York, New York, United States, North America",https://www.cubesoftware.com,,Early Stage Venture,"Alumni Ventures Group, PLG Ventures, Techstars"
Pre Seed Round - CometChat,https://www.crunchbase.com/funding_round/cometchat-pre-seed--33bef82d,CometChat,https://www.crunchbase.com/organization/cometchat,Pre-Seed,530000,USD,530000,2019-01-15,,,,"CometChat enables businesses and developers to add voice, video & text chat to their apps & websites!","Apps, Communications Infrastructure, Developer APIs, Developer Platform, Developer Tools, Enterprise Software, Messaging, Mobile Apps, Video Chat, Video Conferencing","Denver, Colorado, United States, North America",https://www.cometchat.com/,$10M to $50M,Seed,"Chris Scoggins, Dave Westol, eonCapital, Ritesh Veera, Techstars"
Pre Seed Round - Radish Health,https://www.crunchbase.com/funding_round/radish-health-pre-seed--833706ba,Radish Health,https://www.crunchbase.com/organization/radish-health,Pre-Seed,650000,USD,650000,2020-07-13,,,,"By combining modern technology and medicine, we can give your employees world-class healthcare when and where they want it.","Health Care, Hospital, Medical","New York, New York, United States, North America",https://www.radish.health/,,Seed,"Hypothesis, Social Starts, Techstars, Techstars New York City Accelerator, The Fund"
Seed Round - Triditive,https://www.crunchbase.com/funding_round/triditive-seed--5c502852,Triditive,https://www.crunchbase.com/organization/triditive,Seed,1400000,EUR,1561329,2020-01-15,,,,Next-generation 3D Printing platform powered by Machine Learning for automated mass production,"Artificial Intelligence, Machine Learning, Manufacturing, Precious Metals, Robotics","Gijón, Asturias, Spain, Europe",http://www.triditive.com/,Less than $1M,Seed,"IDEPA, SADIM, Stanley Ventures, Stanley+Techstars Additive Manufacturing Accelerator, Techstars"
Seed Round - Finch,https://www.crunchbase.com/funding_round/trio-4ceb-seed--ca0af6aa,Finch,https://www.crunchbase.com/organization/trio-4ceb,Seed,1800000,USD,1800000,2020-09-15,,,,"Finch is a seamless, all-in-one account that provides the benefits of investing with the flexibility of checking","Banking, FinTech, Personal Finance","Boston, Massachusetts, United States, North America",http://www.finchmoney.com,,Seed,"Barclays, Frontier Venture Capital, Mendoza Ventures, Techstars"
Series A - Solid,https://www.crunchbase.com/funding_round/solidfi-series-a--b178f517,Solid,https://www.crunchbase.com/organization/solidfi,Series A,12000000,USD,12000000,2020-10-29,,,,Solid is a Modern Banking Platform that instantly creates bank accounts & cards for your customers.,"Banking, Financial Services, FinTech, Virtual Currency","San Mateo, California, United States, North America",https://solidfi.com,Less than $1M,Early Stage Venture,"Base10 Partners, e.ventures, Grishin Robotics, Techstars"
Seed Round - SmartHop,https://www.crunchbase.com/funding_round/smarthop-seed--3f00a0c4,SmartHop,https://www.crunchbase.com/organization/smarthop,Seed,4500000,USD,4500000,2020-07-21,,,,SmartHop is a business-in-a-box platform that empowers small trucking companies and owner-operators to earn more while doing less.,"Artificial Intelligence, Logistics, Software, Transportation","Miami, Florida, United States, North America",http://www.smarthop.co,Less than $1M,Early Stage Venture,"Equal Ventures, Greycroft, Las Olas Venture Capital, Techstars, The Fund"
Pre Seed Round - Flourish,https://www.crunchbase.com/funding_round/flourish-4248-pre-seed--45cc92c3,Flourish,https://www.crunchbase.com/organization/flourish-4248,Pre-Seed,120000,USD,120000,2021-01-11,,,,Flourish helps women get healthy for good.,"Apps, Health Care","Austin, Texas, United States, North America",https://weflourish.com/,,Seed,"Techstars, Techstars Austin Accelerator"
Seed Round - Cube,https://www.crunchbase.com/funding_round/cubesoftware-seed--f8934d0f,Cube,https://www.crunchbase.com/organization/cubesoftware,Seed,5000000,USD,5000000,2020-08-13,,,,Cube is a real-time FP&A platform that helps strategic finance professionals move from numbers to narrative in record time.,"Analytics, Financial Services, FinTech, SaaS, Software","New York, New York, United States, North America",https://www.cubesoftware.com,,Early Stage Venture,"Alumni Ventures Group, Bonfire Ventures, Clocktower Technology Ventures, Operator Collective, PLG Ventures, Techstars"
Seed Round - Blutag,https://www.crunchbase.com/funding_round/zumila-seed--a1bd04a1,Blutag,https://www.crunchbase.com/organization/zumila,Seed,1500000,USD,1500000,2018-07-23,,,,Blutag enables a voice based experience for your store. Delight your customers and increase customer engagement.,"E-Commerce, Retail Technology, SaaS, Software","New York, New York, United States, North America",https://blu.ai,,Seed,"Act One Ventures, AET Fund, Alexa Accelerator, Powered by Techstars, Amazon Alexa Fund, MathCapital, Techstars"
